"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.120453,128.305538,"ASIA","Gyeongsangbuk-do",2023,6,19,"cdc,cdround","https://www.inaturalist.org/observations/168283538","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4137753998","168283538",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",35.519683,126.793456,"ASIA","Jeollabuk-do",2023,6,11,"cdc,cdround","https://www.inaturalist.org/observations/168929241","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138265072","168929241",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",38.062166,128.380182,"ASIA","Gangwon-do",2023,6,5,"cdc,cdround","https://www.inaturalist.org/observations/168932688","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138675948","168932688",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.791253,127.090675,"ASIA","Chungcheongnam-do",2023,6,23,"cdc,cdround","https://www.inaturalist.org/observations/169054929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138324542","169054929",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.456713,128.142191,"ASIA","Gangwon-do",2023,6,24,"cdc,cdround","https://www.inaturalist.org/observations/169107253","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138502665","169107253",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",33.470175,126.493863,"ASIA","Jeju",2023,6,24,"cdc,cdround","https://www.inaturalist.org/observations/169142997","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4137947934","169142997",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",38.119798,127.648651,"ASIA","Gangwon-do",2023,6,25,"cdc,cdround","https://www.inaturalist.org/observations/169280977","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4137734193","169280977",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",33.292426,126.528549,"ASIA","Jeju",2023,6,22,"cdc,cdround","https://www.inaturalist.org/observations/170952619","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4145782129","170952619",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.597472,127.484642,"ASIA","Gyeonggi-do",2023,7,7,"cdc,cdround","https://www.inaturalist.org/observations/171545097","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4153400854","171545097",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",33.4637,126.611892,"ASIA","Jeju",2023,7,16,"cdc,cdround","https://www.inaturalist.org/observations/173737411","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4165492775","173737411",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",33.447205,126.637292,"ASIA","Jeju",2023,7,17,"cdc,cdround","https://www.inaturalist.org/observations/173737450","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4165469571","173737450",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.33185,127.288035,"ASIA","Daejeon",2023,7,26,"cdc,cdround","https://www.inaturalist.org/observations/175041433","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171246183","175041433",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",33.517716,126.554802,"ASIA","Jeju",2023,7,11,"cdc,cdround","https://www.inaturalist.org/observations/200273923","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4528056371","200273923",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",38.093438,127.702517,"ASIA","Gangwon-do",2023,8,1,"cdc,cdround","https://www.inaturalist.org/observations/176070121","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171693148","176070121",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.974668,128.569378,"ASIA","Gangwon-do",2023,8,7,"cdc,cdround","https://www.inaturalist.org/observations/177134048","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4172171122","177134048",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.954444,128.419918,"ASIA","Gangwon-do",2023,8,13,"cdc,cdround","https://www.inaturalist.org/observations/178127714","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4177410883","178127714",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.993291,128.489795,"ASIA","Gangwon-do",2023,8,13,"cdc,cdround","https://www.inaturalist.org/observations/178127718","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4177244318","178127718",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.937674,128.41605,"ASIA","Gangwon-do",2023,8,13,"cdc,cdround","https://www.inaturalist.org/observations/178127719","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4177002182","178127719",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.750983,127.167223,"ASIA","Gyeonggi-do",2023,8,16,"cdc,cdround","https://www.inaturalist.org/observations/178641050","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400096957","178641050",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.755088,127.168415,"ASIA","Gyeonggi-do",2023,8,19,"cdc,cdround","https://www.inaturalist.org/observations/179112469","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400188382","179112469",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.749467,127.16783,"ASIA","Gyeonggi-do",2023,8,19,"cdc,cdround","https://www.inaturalist.org/observations/179112527","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400093914","179112527",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.752206,127.16706,"ASIA","Gyeonggi-do",2023,8,19,"cdc,cdround","https://www.inaturalist.org/observations/179249096","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400146359","179249096",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.751307,127.167218,"ASIA","Gyeonggi-do",2023,8,19,"cdc,cdround","https://www.inaturalist.org/observations/179249464","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400002141","179249464",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.340407,127.283453,"ASIA","Daejeon",2023,8,21,"cdc,cdround","https://www.inaturalist.org/observations/179677448","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400139336","179677448",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.737396,128.416412,"ASIA","Gangwon-do",2023,8,1,"cdc,cdround","https://www.inaturalist.org/observations/180187818","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4413644934","180187818",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.917915,128.409208,"ASIA","Gangwon-do",2023,8,26,"cdc,cdround","https://www.inaturalist.org/observations/180234147","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405400660","180234147",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.606226,127.831811,"ASIA","Gangwon-do",2023,8,26,"cdc,cdround","https://www.inaturalist.org/observations/180250156","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405419030","180250156",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.708437,127.967555,"ASIA","Gangwon-do",2023,8,27,"cdc,cdround","https://www.inaturalist.org/observations/180368515","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405400031","180368515",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.793879,127.914078,"ASIA","Gangwon-do",2023,8,27,"cdc,cdround","https://www.inaturalist.org/observations/180393001","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405422074","180393001",NA,NA,NA,NA
