"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.40986,126.91514,"ASIA","Gyeonggi-do",2023,8,31,"cdc,cdround","https://www.inaturalist.org/observations/181017399","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440597973","181017399",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687175,127.921305,"ASIA","Gyeongsangnam-do",2023,9,22,"cdc,cdround","https://www.inaturalist.org/observations/184367881","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4430910285","184367881",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.68773,127.922325,"ASIA","Gyeongsangnam-do",2023,9,22,"cdc,cdround","https://www.inaturalist.org/observations/184367924","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440718990","184367924",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.683859,127.895893,"ASIA","Gyeongsangnam-do",2023,9,23,"cdc,cdround","https://www.inaturalist.org/observations/184524626","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440755112","184524626",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.68386,127.895894,"ASIA","Gyeongsangnam-do",2023,9,28,"cdc,cdround","https://www.inaturalist.org/observations/185268300","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4430513340","185268300",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.786757,127.22663,"ASIA","Jeollabuk-do",2022,3,20,"cdc","https://www.inaturalist.org/observations/109028181","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747342641","109028181",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.684389,127.91377,"ASIA","Gyeongsangnam-do",2022,5,7,"cdc","https://www.inaturalist.org/observations/115903160","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859883077","115903160",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.613234,127.468201,"ASIA","Chungcheongbuk-do",2022,5,22,"cdc,cdround","https://www.inaturalist.org/observations/118198258","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802654890","118198258",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.51943,126.895541,"ASIA","Jeollabuk-do",2022,5,29,"cdc,cdround","https://www.inaturalist.org/observations/119217903","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860451561","119217903",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.68346,127.907644,"ASIA","Gyeongsangnam-do",2022,6,1,"cdc,cdround","https://www.inaturalist.org/observations/119722154","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3915328531","119722154",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.68468,127.894324,"ASIA","Gyeongsangnam-do",2022,6,6,"cdc,cdround","https://www.inaturalist.org/observations/120623728","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3915257558","120623728",NA,NA
